id,city,country,population
4300,Darjeeling,India,118805
4301,Mohammad Shahr,Iran,119418
4302,Calumpit,Philippines,118471
4303,Cuautitlan,Mexico,110385
4304,Baisha,China,120300
4305,Orleans,France,116238
4306,Ebetsu,Japan,119819
4307,Yuba City,United States,120456
4308,Fujimino,Japan,112745
4309,Sertaozinho,Brazil,120152
4310,Kuopio,Finland,120246
4311,Poa,Brazil,113793
4312,Ghardaia,Algeria,120000
4313,Candaba,Philippines,119497
4314,San Carlos,Venezuela,120000
4315,Ciudad Choluteca,Honduras,120000
4316,Handa,Japan,117544
4317,Varzea Paulista,Brazil,116601
4318,Rochester,United States,119942
4319,Catanduva,Brazil,119480
4320,Nouadhibou,Mauritania,118000
4321,Chelmsford,United Kingdom,115369
4322,Dordrecht,Netherlands,118654
4323,Gudivada,India,118167
4324,Lomas de Zamora,Argentina,112580
4325,Nazarabad,Iran,119512
4326,Besancon,France,117912
4327,Leominster,United States,119690
4328,Ajax,Canada,119677
4329,Kingsport,United States,119666
4330,Xuqiaocun,China,118263
4331,Dinalupihan,Philippines,118209
4332,Duluth,United States,119476
4333,Dongsheng,China,117976
4334,Sopur,India,118608
4335,Toledo,Brazil,119313
4336,Elblag,Poland,119317
4337,Nazran,Russia,117936
4338,Araucaria,Brazil,119123
4339,Metz,France,116581
4340,Totonicapan,Guatemala,118960
4341,Paulo Afonso,Brazil,119214
4342,Guaratingueta,Brazil,119073
4343,Alcobendas,Spain,116589
4344,Huaraz,Peru,118836
4345,Bruges,Belgium,118284
4346,Rock Hill,United States,119105
4347,Kasuga,Japan,111144
4348,Apalit,Philippines,117160
4349,Gabes,Tunisia,116323
4350,Gilroy,United States,118993
4351,Charallave,Venezuela,117707
4352,Bandundu,Congo (Kinshasa),118211
4353,Cheltenham,United Kingdom,116447
4354,Cambridge,United States,118927
4355,Nevinnomyssk,Russia,117446
4356,Lahti,Finland,118119
4357,Reutov,Russia,106990
4358,Dimitrovgrad,Russia,116055
4359,Giyon,Ethiopia,114534
4360,Trento,Italy,117997
4361,Yongqing,China,118494
4362,Nowshera,Pakistan,118594
4363,Butwal,Nepal,118462
4364,Barcarena Nova,Brazil,118537
4365,Martinez de la Torre,Mexico,110415
4366,Akishima,Japan,112110
4367,Birigui,Brazil,118352
4368,Ligao,Philippines,118096
4369,Bottrop,Germany,117383
4370,Santa Cruz do Sul,Brazil,118374
4371,Konosu,Japan,116777
4372,Sugar Land,United States,118488
4373,Linkoping,Sweden,115672
4374,Votorantim,Brazil,117794
4375,Yulu,China,117110
4376,Forli,Italy,117863
4377,Ikoma,Japan,116174
4378,Malita,Philippines,118197
4379,La Asuncion,Venezuela,117513
4380,Aizuwakamatsu,Japan,117924
4381,Ain Beida,Algeria,116064
4382,Texas City,United States,118169
4383,Bama,Nigeria,118121
4384,Codo,Brazil,118038
4385,Iowa City,United States,118041
4386,Petrzalka,Slovakia,114000
4387,Plaridel,Philippines,114432
4388,Saginaw,United States,117958
4389,Kabwe,Zambia,117517
4390,Nobeoka,Japan,117711
4391,Luanshya,Zambia,117579
4392,Agadez,Niger,117770
4393,Uzhhorod,Ukraine,114897
4394,Adilabad,India,117167
4395,Obninsk,Russia,115029
4396,Uribia,Colombia,117674
4397,Piedecuesta,Colombia,117364
4398,Chico,United States,117668
4399,Guiguinto,Philippines,113415
4400,Huanren,China,116621
4401,Machakos,Kenya,114109
4402,San Martin,Argentina,117399
4403,Los Banos,Philippines,115353
4404,Walbrzych,Poland,116069
4405,Xai-Xai,Mozambique,116343
4406,Rochdale,United Kingdom,110194
4407,Banfora,Burkina Faso,117200
4408,Reutlingen,Germany,115966
4409,Langley,Canada,117285
4410,Dover,United States,117282
4411,Narasaraopet,India,116250
4412,Kindia,Guinea,117062
4413,Heroica Guaymas,Mexico,117253
4414,Kyzyl,Russia,116015
4415,Nkongsamba,Cameroon,117063
4416,Samal,Philippines,116771
4417,Facatativa,Colombia,117133
4418,Guadalajara de Buga,Colombia,116893
4419,Cassongue,Angola,117000
4420,Nyiregyhaza,Hungary,116554
4421,Manpo,North Korea,116760
4422,Mendoza,Argentina,114822
4423,Tandil,Argentina,116917
4424,Clearwater,United States,116946
4425,Yavatmal,India,116551
4426,Beppu,Japan,115992
4427,Buzau,Romania,115494
4428,Araguari,Brazil,116871
4429,Tatui,Brazil,116682
4430,Port-Gentil,Gabon,116836
4431,Shibuya,Japan,102056
4432,Sassari,Italy,116641
4433,Coeur d'Alene,United States,116834
4434,Conselheiro Lafaiete,Brazil,116512
4435,Bage,Brazil,116794
4436,Chittaurgarh,India,116406
4437,Berkane,Morocco,109237
4438,Santander de Quilichao,Colombia,116535
4439,Seaside,United States,116720
4440,Helsingborg,Sweden,113816
4441,Coronel,Chile,116262
4442,Independence,United States,116672
4443,Smithtown,United States,116669
4444,Argenteuil,France,110213
4445,Dharan,Nepal,116181
4446,Boke,Guinea,116270
4447,Rouen,France,111360
4448,Himamaylan,Philippines,116240
4449,San Antonio Enchisi,Mexico,110560
4450,Jounie,Lebanon,102221
4451,West Jordan,United States,116480
4452,Bongao,Philippines,116118
4453,Phatthaya,Thailand,115840
4454,Swabi,Pakistan,115018
4455,Qiaotou,China,114712
4456,Khon Kaen,Thailand,115928
4457,Karatsu,Japan,116052
4458,Ramenskoye,Russia,116077
4459,Ra's al Khaymah,United Arab Emirates,115949
4460,Itapipoca,Brazil,116065
4461,Guanabacoa,Cuba,115180
4462,Sabha,Libya,116016
4463,Tahoua,Niger,115956
4464,Shacheng,China,114569
4465,Fujimi,Japan,110400
4466,Valle de La Pascua,Venezuela,115902
4467,Brandon,United States,115911
4468,San Ildefonso,Philippines,115713
4469,Bloomington,United States,115884
4470,Toliara,Madagascar,115319
4471,Nasushiobara,Japan,115602
4472,Tokai,Japan,113144
4473,Durres,Albania,113249
4474,Berdiansk,Ukraine,114205
4475,Pedro Juan Caballero,Paraguay,115583
4476,Tres Lagoas,Brazil,115561
4477,Koencho,Japan,115441
4478,Mangaldan,Philippines,113185
4479,El Monte,United States,115487
4480,Niihama,Japan,114971
4481,North Charleston,United States,115382
4482,Carlsbad,United States,115382
4483,Bansbaria,India,103920
4484,Puerto Madryn,Argentina,115353
4485,Iriga City,Philippines,114457
4486,Sano,Japan,114842
4487,Ariana,Tunisia,114486
4488,Sloviansk,Ukraine,113196
4489,Koblenz,Germany,114024
4490,Oktyabr'skiy,Russia,113929
4491,Sogamoso,Colombia,114486
4492,St. Cloud,United States,115028
4493,Salto,Brazil,114171
4494,Zhijiang,China,113907
4495,Hatsukaichi,Japan,114699
4496,Las Delicias,Mexico,114783
4497,Bijeljina,Bosnia And Herzegovina,114663
4498,Heshan,China,114496
4499,Siddipet,India,114091
4500,Kankan,Guinea,114009
4501,Temecula,United States,114761
4502,Bremerhaven,Germany,113634
4503,Bet Shemesh,Israel,114371
4504,Ciudad de la Costa,Uruguay,112449
4505,Clovis,United States,114584
4506,Bernal,Argentina,109914
4507,Kamagaya,Japan,109370
4508,San Juan,Philippines,114068
4509,Valparai,India,114308
4510,Rotherham,United Kingdom,109691
4511,Kakegawa,Japan,113954
4512,Bintulu,Malaysia,114058
4513,Meridian,United States,114161
4514,Saanich,Canada,114148
4515,Daet,Philippines,111700
4516,Iringa,Tanzania,111820
4517,Cuito,Angola,114000
4518,Recklinghausen,Germany,112267
4519,Pul-e Khumri,Afghanistan,113500
4520,Nagahama,Japan,113740
4521,Tawau,Malaysia,113809
4522,Mulhouse,France,108942
4523,Quilengues,Angola,113825
4524,The Woodlands,United States,113819
4525,Mazhang,China,107819
4526,Paarl,South Africa,112045
4527,Hofu,Japan,113170
4528,Hikone,Japan,113191
4529,Maranguape,Brazil,113561
4530,Hualien,Taiwan,110000
4531,Rosario,Philippines,110807
4532,Itatiba,Brazil,113284
4533,Uba,Brazil,113300
4534,Bukittinggi,Indonesia,113326
4535,Caraguatatuba,Brazil,113317
4536,Manolo Fortich,Philippines,113200
4537,Mungo,Angola,113417
4538,Kipushi,Congo (Kinshasa),113347
4539,Jendouba,Tunisia,113116
4540,Erlangen,Germany,111962
4541,Sa-ch'on,South Korea,113335
4542,Ponce,Puerto Rico,113401
4543,Doncaster,United Kingdom,109805
4544,Libmanan,Philippines,112994
4545,Bergisch Gladbach,Germany,111966
4546,Euriapolis,Brazil,113191
4547,Osmanabad,India,112085
4548,Novyy Urengoy,Russia,113254
4549,Montero,Bolivia,112837
4550,Madrid,Colombia,112254
4551,Westminster,United States,113166
4552,Tayabas,Philippines,112658
4553,Mopti,Mali,108456
4554,Sokode,Togo,113000
4555,Castelar,Argentina,107786
4556,Khenchela,Algeria,108580
4557,Vicenza,Italy,111620
4558,Costa Mesa,United States,113003
4559,San Carlos de Bariloche,Argentina,112887
4560,Otaru,Japan,112452
4561,Kristiansand,Norway,112588
4562,Alphen aan den Rijn,Netherlands,110986
4563,Monroe,United States,112891
4564,Esteban Echeverria,Argentina,109644
4565,Higashiomi,Japan,112459
4566,Santa Lucia,Venezuela,112357
4567,Utica,United States,112650
4568,Carora,Venezuela,112600
4569,Laoag,Philippines,111651
4570,Tangjia,China,109152
4571,Champdani,India,111251
4572,Oshu,Japan,112402
4573,Remscheid,Germany,110994
4574,Habikino,Japan,108373
4575,Kamyshin,Russia,111100
4576,Campo Largo,Brazil,112377
4577,Dolgoprudnyy,Russia,108861
4578,Shkoder,Albania,112276
4579,Jena,Germany,111407
4580,Subic,Philippines,111912
4581,Santana,Brazil,112218
4582,Olmaliq,Uzbekistan,112078
4583,Kawit,Philippines,107535
4584,Bou Saada,Algeria,111787
4585,Jaen,Spain,111932
4586,Araruama,Brazil,112008
4587,Pompano Beach,United States,112118
4588,Baybay,Philippines,111848
4589,Corumba,Brazil,112058
4590,Zhukovskiy,Russia,107994
4591,West Palm Beach,United States,111955
4592,Nsukka,Nigeria,111017
4593,Ichinoseki,Japan,111824
4594,Funchal,Portugal,111892
4595,Nancy,France,104885
4596,Colatina,Brazil,111788
4597,Maidstone,United Kingdom,107627
4598,Asela,Ethiopia,110088
4599,Parral,Mexico,104836
4600,Terni,Italy,111189
4601,Tuzla,Turkey,107883
4602,Waterloo,United States,111631
4603,Parintins,Brazil,111575
4604,Trier,Germany,110636
4605,Terrebonne,Canada,111575
4606,Namur,Belgium,110939
4607,Changbang,China,110352
4608,Pulilan,Philippines,108836
4609,Murom,Russia,109072
4610,Manzini,Swaziland,110508
4611,Tondabayashicho,Japan,108735
4612,Everett,United States,111475
4613,Pingquan,China,110646
4614,Kazo,Japan,110622
4615,El Centro,United States,111425
4616,Khardah,India,108496
4617,Omuta,Japan,110054
4618,Villa Mercedes,Argentina,111391
4619,Jawhar,Somalia,111308
4620,Winterthur,Switzerland,109775
4621,Tuzla,Bosnia And Herzegovina,110979
4622,Tarnow,Poland,110956
4623,Gafsa,Tunisia,111170
4624,Ash Shaykh `Uthman,Yemen,105248
4625,Alkmaar,Netherlands,107822
4626,Nguru,Nigeria,111014
4627,Santa Fe,United States,111269
4628,Bandar-e Anzali,Iran,110643
4629,Khushab,Pakistan,110868
4630,Downey,United States,111126
4631,Spring Hill,United States,111076
4632,Basingstoke,United Kingdom,107355
4633,Catalao,Brazil,110983
4634,Lowell,United States,110997
4635,Sonsonate,El Salvador,110501
4636,Ahuachapan,El Salvador,110511
4637,Centennial,United States,110937
4638,Puerto Barrios,Guatemala,110846
4639,Fasa,Iran,110825
4640,As Salamiyah,Syria,110683
4641,Yessentuki,Russia,108679
4642,Elgin,United States,110849
4643,Shinyanga,Tanzania,107362
4644,Kiffa,Mauritania,110714
4645,Manzanillo,Mexico,110735
4646,Nikopol,Ukraine,110669
4647,Dali,China,109696
4648,Yenangyaung,Myanmar,110553
4649,Quibor,Venezuela,110536
4650,Ourinhos,Brazil,110282
4651,Borazjan,Iran,110567
4652,Richmond,United States,110567
4653,Socopo,Venezuela,110512
4654,Mascara,Algeria,108587
4655,Genhe,China,110438
4656,Montego Bay,Jamaica,110115
4657,Jeonghae,South Korea,110194
4658,Msaken,Tunisia,110000
4659,Baneh,Iran,110218
4660,Shirayamamachi,Japan,110135
4661,Bukoba,Tanzania,100504
4662,Tinaquillo,Venezuela,110000
4663,Broken Arrow,United States,110198
4664,Xishancun,China,108592
4665,Marugame,Japan,109165
4666,Bangaon,India,108864
4667,Milton,Canada,110128
4668,Yoju,South Korea,109937
4669,Chorzow,Poland,106846
4670,Tacurong,Philippines,109319
4671,Miami Gardens,United States,110001
4672,Pisco,Peru,109965
4673,Kecskemet,Hungary,109651
4674,Dera Ismail Khan,Pakistan,109686
4675,Labe,Guinea,107695
4676,Altamira,Brazil,109938
4677,Cavite City,Philippines,100674
4678,Drammen,Norway,109416
4679,Taitung,Taiwan,108905
4680,Itabira,Brazil,109783
4681,Al Fqih Ben Calah,Morocco,102019
4682,Naujan,Philippines,109587
4683,Bend,United States,109802
4684,Quezon,Philippines,109624
4685,Kandi,Benin,109701
4686,Burlington,United States,109763
4687,Sandacho,Japan,109243
4688,Uitenhage,South Africa,103639
4689,Aguachica,Colombia,109621
4690,Glan,Philippines,109547
4691,Carmona,Philippines,106256
4692,Bayugan,Philippines,109499
4693,Caen,France,105512
4694,Medenine,Tunisia,109409
4695,Jurupa Valley,United States,109527
4696,Kasserine,Tunisia,108794
4697,Taoyang,China,109300
4698,Gualeguaychu,Argentina,109461
4699,Beja,Tunisia,109299
4700,Espejo,Chile,98804
4701,Botosani,Romania,106847
4702,Sandy Springs,United States,109452
4703,Talisay,Philippines,108909
4704,Lingayen,Philippines,107728
4705,Yongju,South Korea,109266
4706,Gresham,United States,109381
4707,Adigrat,Ethiopia,104021
4708,Maxixe,Mozambique,108824
4709,Ban Mangkon,Thailand,102291
4710,Soubre,Côte d'Ivoire,108933
4711,Lewisville,United States,109212
4712,Tuxpam de Rodriguez Cano,Mexico,109049
4713,Ipiales,Colombia,109116
4714,Mineshita,Japan,107416
4715,Hillsboro,United States,109128
4716,Worthing,United Kingdom,109120
4717,San Buenaventura,United States,109106
4718,Novoshakhtinsk,Russia,108345
4719,Sao Mateus,Brazil,109028
4720,Balombo,Angola,108965
4721,Crawley,United Kingdom,106597
4722,Ikeda,Japan,104148
4723,Matruh,Egypt,108774
4724,St. John's,Canada,108860
4725,Jacksonville,United States,108856
4726,Salford,United Kingdom,103886
4727,Samsun,Turkey,107510
4728,Pottstown,United States,108758
4729,Cawayan,Philippines,108480
4730,Tadpatri,India,108171
4731,Moncton,Canada,108620
4732,Yasuj,Iran,108505
4733,Tipitapa,Nicaragua,108457
4734,Alto Hospicio,Chile,108375
4735,Islamabad,India,108505
4736,Maramag,Philippines,108293
4737,Jalpaiguri,India,107341
4738,Birnin Kebbi,Nigeria,108164
4739,Sivas,Turkey,108320
4740,Siauliai,Lithuania,107086
4741,Seversk,Russia,107922
4742,El Limon,Venezuela,106206
4743,Inglewood,United States,108151
4744,Reus,Spain,106084
4745,Sarh,Chad,108061
4746,An Nuhud,Sudan,108008
4747,San Rafael,Argentina,107997
4748,Koszalin,Poland,106880
4749,Escuintla,Guatemala,107638
4750,Tajimi,Japan,106746
4751,Thunder Bay,Canada,107909
4752,Pavlohrad,Ukraine,106082
4753,Baia Farta,Angola,107841
4754,Tagbilaran City,Philippines,104976
4755,Courbevoic,France,82198
4756,Yevpatoriia,Ukraine,106158
4757,Emmen,Netherlands,107471
4758,Moortebeek,Belgium,97005
4759,Douliu,Taiwan,106653
4760,Queenstown,South Africa,105309
4761,Carmen,Philippines,107603
4762,Chaman,Pakistan,107660
4763,Pateros,Philippines,65227
4764,Umm Qasr,Iraq,107620
4765,Musoma,Tanzania,103497
4766,Bento Goncalves,Brazil,107278
4767,Suriapet,India,106805
4768,Charsadda,Pakistan,105414
4769,Kogon Shahri,Uzbekistan,107566
4770,League City,United States,107536
4771,Kefar Sava,Israel,100800
4772,Alchevsk,Ukraine,105398
4773,Morales,Guatemala,107400
4774,Chichicastenango,Guatemala,107193
4775,Eau Claire,United States,107404
4776,Bolzano,Italy,107317
4777,Turlock,United States,107317
4778,Launceston,Australia,106153
4779,Temple,United States,107258
4780,Chongshan,China,107100
4781,Ilebo,Congo (Kinshasa),107093
4782,Taungoo,Myanmar,106945
4783,Dieppe,Canada,107068
4784,Arzamas,Russia,104547
4785,Moron,Argentina,99066
4786,Longjiang,China,106384
4787,Artem,Russia,106692
4788,Tiaong,Philippines,106265
4789,Noyabrsk,Russia,106879
4790,Yopal,Colombia,106822
4791,Monastir,Tunisia,104535
4792,Catbalogan,Philippines,106440
4793,As Safirah,Syria,106460
4794,Chabahar,Iran,106739
4795,Nakhon Si Thammarat,Thailand,106322
4796,Jincheng,China,105038
4797,Orsha,Belarus,106505
4798,Raba,Indonesia,106101
4799,Patos,Brazil,106314
4800,La Banda,Argentina,106441
4801,Sioux City,United States,106455
4802,Salisbury,United States,106447
4803,Vinh Long,Vietnam,103314
4804,Passos,Brazil,106290
4805,Akhmim,Egypt,101509
4806,Komatsu,Japan,106023
4807,Davie,United States,106306
4808,Aihua,China,106054
4809,Temoaya,Mexico,105766
4810,Achinsk,Russia,105264
4811,Daly City,United States,106280
4812,Contramaestre,Cuba,106002
4813,Ciudad Rio Bravo,Mexico,101481
4814,Vespasiano,Brazil,104527
4815,Mang La,Vietnam,105489
4816,Trincomalee,Sri Lanka,99135
4817,Lo Barnechea,Chile,105833
4818,Azare,Nigeria,105687
4819,Ariquemes,Brazil,105896
4820,Paco do Lumiar,Brazil,105121
4821,Koutiala,Mali,104927
4822,Brovary,Ukraine,102856
4823,Kiryu,Japan,105465
4824,Pushkino,Russia,105479
4825,Yelets,Russia,104349
4826,Ourense,Spain,104596
4827,Tikrit,Iraq,105700
4828,Bulan,Philippines,105190
4829,Malacatan,Guatemala,105178
4830,Playas de Rosarito,Mexico,100660
4831,Highlands Ranch,United States,105631
4832,Allen,United States,105623
4833,Tarim,Yemen,105552
4834,Malungun,Philippines,105465
4835,Mazyr,Belarus,105439
4836,Roubaix,France,98089
4837,Robat Karim,Iran,105393
4838,Kroonstad,South Africa,103992
4839,Kandhkot,Pakistan,105011
4840,Saint Helens,United Kingdom,102629
4841,Toride,Japan,103908
4842,Onojo,Japan,101603
4843,Granada,Nicaragua,105171
4844,Erzurum,Turkey,105317
4845,Kongolo,Congo (Kinshasa),105202
4846,Sultan Kudarat,Philippines,105121
4847,Moers,Germany,103725
4848,Liberec,Czechia,104261
4849,Texcoco,Mexico,105165
4850,Novara,Italy,104183
4851,Mmabatho,South Africa,104428
4852,Al Faw,Iraq,105080
4853,Balanga,Philippines,104173
4854,Ndjamba,Angola,105090
4855,West Covina,United States,105101
4856,Masbate,Philippines,104522
4857,Salzgitter,Germany,104948
4858,Berdsk,Russia,103578
4859,Sparks,United States,105006
4860,Waterloo,Canada,104986
4861,Worcester,United Kingdom,101891
4862,Tadepallegudem,India,104032
4863,Malatya,Turkey,104428
4864,Nanterre,France,96807
4865,Sergiyev Posad,Russia,104579
4866,Wichita Falls,United States,104683
4867,Fugangcun,China,102012
4868,Konotop,Ukraine,103547
4869,Trindade,Brazil,104488
4870,Girona,Spain,101932
4871,Inzai,Japan,103677
4872,Maumere,Indonesia,104285
4873,Khak-e `Ali,Iran,104417
4874,Suruc,Turkey,104302
4875,San Mateo,United States,104430
4876,Arapongas,Brazil,104150
4877,Villa Luzuriaga,Argentina,94403
4878,Chikushino,Japan,103185
4879,San Vicente de Baracaldo,Spain,100907
4880,Caseros,Argentina,95785
4881,Gillingham,United Kingdom,104157
4882,Ginowan,Japan,99256
4883,Abengourou,Côte d'Ivoire,104020
4884,Ciudad Guzman,Mexico,97750
4885,Sindangan,Philippines,103952
4886,Lower Hutt,New Zealand,103400
4887,Delft,Netherlands,100011
4888,Coronel Fabriciano,Brazil,103694
4889,Bouskoura,Morocco,103026
4890,Kamianets-Podilskyi,Ukraine,100462
4891,Acailandia,Brazil,104047
4892,Kalyani,India,100575
4893,Kilinochchi,Sri Lanka,103717
4894,Columbia,United States,103991
4895,Paniqui,Philippines,103003
4896,Saijo,Japan,103760
4897,EdDamer,Sudan,103941
4898,Norwalk,United States,103949
4899,Santa Rosa,Argentina,103860
4900,Isehara,Japan,102088
4901,Zomba,Malawi,101140
4902,Dolisie,Congo (Brazzaville),103894
4903,Negapatam,India,102905
4904,Tourcoing,France,97442
4905,Eastbourne,United Kingdom,101547
4906,Wigan,United Kingdom,103608
4907,Libertad,Argentina,100324
4908,San Rafael,Philippines,103097
4909,Telde,Spain,102769
4910,Thika,Kenya,99322
4911,Balti,Moldova,102457
4912,Yunfu,China,103532
4913,Dongguazhen,China,103115
4914,Siegen,Germany,102836
4915,Tantoyuca,Mexico,103616
4916,Biak,Indonesia,103610
4917,Elista,Russia,103132
4918,Yishi,China,102090
4919,Songea,Tanzania,99961
4920,Mazatenango,Guatemala,103276
4921,Bundi,India,103286
4922,Rialto,United States,103526
4923,Diyarbakir,Turkey,102653
4924,Hove,United Kingdom,91900
4925,Nyeri,Kenya,98908
4926,Burzaco,Argentina,98859
4927,Lida,Belarus,103391
4928,Manteca,United States,103420
4929,Messaad,Algeria,102453
4930,Bumba,Congo (Kinshasa),103328
4931,Araxa,Brazil,103287
4932,Almirante Tamandare,Brazil,103204
4933,Sakado,Japan,100829
4934,Sao Lourenco da Mata,Brazil,102895
4935,Yilong,China,102923
4936,Novokuybyshevsk,Russia,102075
4937,Soasio,Indonesia,103171
4938,Piacenza,Italy,103082
4939,Miryang,South Korea,103069
4940,Houzhuang,China,102400
4941,Mengdingjie,China,102992
4942,Satu Mare,Romania,102411
4943,Hildesheim,Germany,101990
4944,Parang,Philippines,102914
4945,Nantou,Taiwan,101606
4946,Coatepec,Mexico,92127
4947,Sangju,South Korea,102892
4948,Mumias,Kenya,99987
4949,Bhadreswar,India,101477
4950,Guihulngan,Philippines,102656
4951,Arden-Arcade,United States,102864
4952,Noginsk,Russia,102592
4953,Bethal,South Africa,101919
4954,Vitry-sur-Seine,France,94649
4955,Hengnan,China,101415
4956,El Cajon,United States,102708
